Register_No,Name,Department,Subject_1,Mark_1,Subject_2,Mark_2,Subject_3,Mark_3,Attendance_%,Current_GPA
16017,Student_6017,CSE,Data Science,47,Operating Systems,97,Cyber Security,93,79,7.9
16018,Student_6018,CSE,Data Science,99,Operating Systems,59,Cyber Security,97,96,8.5
16019,Student_6019,MECH,Thermodynamics,43,Fluid Mechanics,79,Robotics,53,68,5.83
16020,Student_6020,EEE,Power Systems,94,Control Theory,94,Electric Machines,67,91,8.5
16021,Student_6021,ECE,VLSI Design,73,Digital Electronics,85,Signal Processing,67,85,7.5
16022,Student_6022,CSE,Data Science,46,Operating Systems,51,Cyber Security,86,89,6.1
16023,Student_6023,ECE,VLSI Design,62,Digital Electronics,44,Signal Processing,40,70,4.87
16024,Student_6024,IT,Data Science,82,Cloud Computing,95,Web Frameworks,73,79,8.33
16025,Student_6025,EEE,Power Systems,42,Control Theory,72,Electric Machines,59,87,5.77
16026,Student_6026,EEE,Power Systems,83,Control Theory,76,Electric Machines,44,93,6.77
16027,Student_6027,MECH,Thermodynamics,77,Fluid Mechanics,78,Robotics,87,96,8.07
16028,Student_6028,CSE,Data Science,92,Operating Systems,46,Cyber Security,40,70,5.93
16029,Student_6029,IT,Data Science,84,Cloud Computing,49,Web Frameworks,94,76,7.57
16030,Student_6030,ECE,VLSI Design,79,Digital Electronics,67,Signal Processing,75,83,7.37
16031,Student_6031,IT,Data Science,84,Cloud Computing,68,Web Frameworks,97,85,8.3
16032,Student_6032,EEE,Power Systems,59,Control Theory,51,Electric Machines,85,73,6.5
16033,Student_6033,EEE,Power Systems,56,Control Theory,99,Electric Machines,81,71,7.87
16034,Student_6034,MECH,Thermodynamics,75,Fluid Mechanics,88,Robotics,95,98,8.6
16035,Student_6035,MECH,Thermodynamics,74,Fluid Mechanics,57,Robotics,50,90,6.03
16036,Student_6036,ECE,VLSI Design,89,Digital Electronics,98,Signal Processing,66,95,8.43
16037,Student_6037,ECE,VLSI Design,90,Digital Electronics,59,Signal Processing,93,80,8.07
16038,Student_6038,EEE,Power Systems,95,Control Theory,81,Electric Machines,62,91,7.93
16039,Student_6039,ECE,VLSI Design,80,Digital Electronics,65,Signal Processing,68,89,7.1
16040,Student_6040,CSE,Data Science,67,Operating Systems,50,Cyber Security,69,71,6.2
16041,Student_6041,EEE,Power Systems,77,Control Theory,60,Electric Machines,48,73,6.17
16042,Student_6042,EEE,Power Systems,90,Control Theory,55,Electric Machines,43,75,6.27
16043,Student_6043,CSE,Data Science,48,Operating Systems,48,Cyber Security,98,82,6.47
16044,Student_6044,CSE,Data Science,87,Operating Systems,52,Cyber Security,76,67,7.17
16045,Student_6045,EEE,Power Systems,65,Control Theory,72,Electric Machines,83,84,7.33
16046,Student_6046,IT,Data Science,84,Cloud Computing,40,Web Frameworks,85,75,6.97
16047,Student_6047,EEE,Power Systems,75,Control Theory,80,Electric Machines,97,70,8.4
16048,Student_6048,MECH,Thermodynamics,54,Fluid Mechanics,51,Robotics,40,98,4.83
16049,Student_6049,CSE,Data Science,99,Operating Systems,66,Cyber Security,67,73,7.73
16050,Student_6050,ECE,VLSI Design,62,Digital Electronics,75,Signal Processing,70,96,6.9
16051,Student_6051,CSE,Data Science,51,Operating Systems,71,Cyber Security,58,74,6.0
16052,Student_6052,ECE,VLSI Design,68,Digital Electronics,97,Signal Processing,64,75,7.63
16053,Student_6053,CSE,Data Science,74,Operating Systems,53,Cyber Security,50,82,5.9
16054,Student_6054,ECE,VLSI Design,68,Digital Electronics,57,Signal Processing,58,85,6.1
16055,Student_6055,MECH,Thermodynamics,88,Fluid Mechanics,78,Robotics,95,93,8.7
16056,Student_6056,ECE,VLSI Design,54,Digital Electronics,52,Signal Processing,84,73,6.33
16057,Student_6057,CSE,Data Science,75,Operating Systems,50,Cyber Security,51,69,5.87
16058,Student_6058,EEE,Power Systems,90,Control Theory,64,Electric Machines,75,67,7.63
16059,Student_6059,ECE,VLSI Design,40,Digital Electronics,98,Signal Processing,68,65,6.87
16060,Student_6060,EEE,Power Systems,42,Control Theory,47,Electric Machines,71,71,5.33
16061,Student_6061,ECE,VLSI Design,75,Digital Electronics,65,Signal Processing,97,91,7.9
16062,Student_6062,MECH,Thermodynamics,68,Fluid Mechanics,78,Robotics,63,86,6.97
16063,Student_6063,CSE,Data Science,56,Operating Systems,86,Cyber Security,64,78,6.87
16064,Student_6064,MECH,Thermodynamics,66,Fluid Mechanics,52,Robotics,53,67,5.7
16065,Student_6065,IT,Data Science,47,Cloud Computing,82,Web Frameworks,89,95,7.27
16066,Student_6066,CSE,Data Science,87,Operating Systems,56,Cyber Security,83,78,7.53
16067,Student_6067,CSE,Data Science,87,Operating Systems,43,Cyber Security,74,88,6.8
16068,Student_6068,IT,Data Science,59,Cloud Computing,61,Web Frameworks,67,97,6.23
16069,Student_6069,EEE,Power Systems,97,Control Theory,48,Electric Machines,85,96,7.67
16070,Student_6070,IT,Data Science,93,Cloud Computing,60,Web Frameworks,79,89,7.73
16071,Student_6071,ECE,VLSI Design,69,Digital Electronics,55,Signal Processing,46,67,5.67
16072,Student_6072,MECH,Thermodynamics,46,Fluid Mechanics,63,Robotics,69,81,5.93
16073,Student_6073,MECH,Thermodynamics,61,Fluid Mechanics,90,Robotics,66,86,7.23
16074,Student_6074,EEE,Power Systems,44,Control Theory,58,Electric Machines,53,71,5.17
16075,Student_6075,MECH,Thermodynamics,73,Fluid Mechanics,66,Robotics,91,80,7.67
16076,Student_6076,ECE,VLSI Design,64,Digital Electronics,94,Signal Processing,49,68,6.9
16077,Student_6077,EEE,Power Systems,80,Control Theory,63,Electric Machines,41,80,6.13
16078,Student_6078,IT,Data Science,84,Cloud Computing,63,Web Frameworks,59,93,6.87
16079,Student_6079,CSE,Data Science,74,Operating Systems,73,Cyber Security,94,72,8.03
16080,Student_6080,EEE,Power Systems,75,Control Theory,86,Electric Machines,66,73,7.57
16081,Student_6081,ECE,VLSI Design,46,Digital Electronics,88,Signal Processing,81,72,7.17
16082,Student_6082,IT,Data Science,60,Cloud Computing,81,Web Frameworks,42,80,6.1
16083,Student_6083,EEE,Power Systems,93,Control Theory,67,Electric Machines,74,93,7.8
16084,Student_6084,IT,Data Science,45,Cloud Computing,93,Web Frameworks,78,91,7.2
16085,Student_6085,EEE,Power Systems,99,Control Theory,85,Electric Machines,57,98,8.03
16086,Student_6086,IT,Data Science,88,Cloud Computing,87,Web Frameworks,70,95,8.17
16087,Student_6087,CSE,Data Science,99,Operating Systems,68,Cyber Security,65,70,7.73
16088,Student_6088,EEE,Power Systems,97,Control Theory,56,Electric Machines,76,81,7.63
16089,Student_6089,CSE,Data Science,70,Operating Systems,77,Cyber Security,58,73,6.83
16090,Student_6090,IT,Data Science,64,Cloud Computing,49,Web Frameworks,69,92,6.07
16091,Student_6091,MECH,Thermodynamics,41,Fluid Mechanics,82,Robotics,71,84,6.47
16092,Student_6092,ECE,VLSI Design,76,Digital Electronics,65,Signal Processing,85,73,7.53
16093,Student_6093,CSE,Data Science,50,Operating Systems,91,Cyber Security,71,81,7.07
16094,Student_6094,IT,Data Science,44,Cloud Computing,90,Web Frameworks,80,88,7.13
16095,Student_6095,CSE,Data Science,93,Operating Systems,63,Cyber Security,83,90,7.97
16096,Student_6096,IT,Data Science,67,Cloud Computing,77,Web Frameworks,96,95,8.0
16097,Student_6097,ECE,VLSI Design,99,Digital Electronics,51,Signal Processing,76,85,7.53
16098,Student_6098,EEE,Power Systems,81,Control Theory,48,Electric Machines,55,88,6.13
16099,Student_6099,EEE,Power Systems,68,Control Theory,45,Electric Machines,85,85,6.6
16100,Student_6100,ECE,VLSI Design,67,Digital Electronics,98,Signal Processing,55,87,7.33
16101,Student_6101,ECE,VLSI Design,67,Digital Electronics,56,Signal Processing,95,80,7.27
16102,Student_6102,EEE,Power Systems,42,Control Theory,40,Electric Machines,40,89,4.07
16103,Student_6103,IT,Data Science,71,Cloud Computing,63,Web Frameworks,79,95,7.1
16104,Student_6104,EEE,Power Systems,53,Control Theory,74,Electric Machines,90,76,7.23
16105,Student_6105,EEE,Power Systems,47,Control Theory,79,Electric Machines,70,76,6.53
16106,Student_6106,EEE,Power Systems,80,Control Theory,95,Electric Machines,70,88,8.17
16107,Student_6107,IT,Data Science,62,Cloud Computing,48,Web Frameworks,55,78,5.5
16108,Student_6108,ECE,VLSI Design,96,Digital Electronics,49,Signal Processing,71,93,7.2
16109,Student_6109,MECH,Thermodynamics,60,Fluid Mechanics,40,Robotics,40,89,4.67
16110,Student_6110,ECE,VLSI Design,84,Digital Electronics,49,Signal Processing,81,98,7.13
16111,Student_6111,MECH,Thermodynamics,76,Fluid Mechanics,87,Robotics,51,72,7.13
16112,Student_6112,EEE,Power Systems,73,Control Theory,51,Electric Machines,63,75,6.23
16113,Student_6113,CSE,Data Science,99,Operating Systems,87,Cyber Security,53,89,7.97
16114,Student_6114,ECE,VLSI Design,71,Digital Electronics,88,Signal Processing,93,82,8.4
16115,Student_6115,ECE,VLSI Design,85,Digital Electronics,42,Signal Processing,48,65,5.83
16116,Student_6116,IT,Data Science,60,Cloud Computing,45,Web Frameworks,63,89,5.6
16117,Student_6117,EEE,Power Systems,91,Control Theory,63,Electric Machines,56,81,7.0
16118,Student_6118,MECH,Thermodynamics,58,Fluid Mechanics,61,Robotics,91,70,7.0
16119,Student_6119,IT,Data Science,79,Cloud Computing,60,Web Frameworks,43,69,6.07
16120,Student_6120,ECE,VLSI Design,56,Digital Electronics,52,Signal Processing,86,67,6.47
16121,Student_6121,IT,Data Science,78,Cloud Computing,49,Web Frameworks,87,81,7.13
16122,Student_6122,EEE,Power Systems,60,Control Theory,69,Electric Machines,61,89,6.33
16123,Student_6123,ECE,VLSI Design,97,Digital Electronics,65,Signal Processing,59,71,7.37
16124,Student_6124,EEE,Power Systems,87,Control Theory,73,Electric Machines,52,95,7.07
16125,Student_6125,IT,Data Science,90,Cloud Computing,63,Web Frameworks,49,94,6.73
16126,Student_6126,ECE,VLSI Design,78,Digital Electronics,86,Signal Processing,60,75,7.47
16127,Student_6127,CSE,Data Science,55,Operating Systems,88,Cyber Security,64,97,6.9
16128,Student_6128,IT,Data Science,81,Cloud Computing,75,Web Frameworks,69,82,7.5
16129,Student_6129,MECH,Thermodynamics,41,Fluid Mechanics,60,Robotics,44,75,4.83
16130,Student_6130,CSE,Data Science,49,Operating Systems,92,Cyber Security,76,77,7.23
16131,Student_6131,IT,Data Science,73,Cloud Computing,65,Web Frameworks,55,84,6.43
16132,Student_6132,CSE,Data Science,73,Operating Systems,94,Cyber Security,87,67,8.47
16133,Student_6133,CSE,Data Science,90,Operating Systems,42,Cyber Security,46,82,5.93
16134,Student_6134,CSE,Data Science,93,Operating Systems,73,Cyber Security,61,79,7.57
16135,Student_6135,ECE,VLSI Design,72,Digital Electronics,41,Signal Processing,67,76,6.0
16136,Student_6136,EEE,Power Systems,47,Control Theory,86,Electric Machines,94,91,7.57
16137,Student_6137,ECE,VLSI Design,46,Digital Electronics,45,Signal Processing,74,67,5.5
16138,Student_6138,MECH,Thermodynamics,73,Fluid Mechanics,43,Robotics,78,81,6.47
16139,Student_6139,MECH,Thermodynamics,47,Fluid Mechanics,89,Robotics,46,80,6.07
16140,Student_6140,ECE,VLSI Design,48,Digital Electronics,54,Signal Processing,63,73,5.5
16141,Student_6141,MECH,Thermodynamics,59,Fluid Mechanics,59,Robotics,42,99,5.33
16142,Student_6142,CSE,Data Science,63,Operating Systems,41,Cyber Security,44,67,4.93
16143,Student_6143,MECH,Thermodynamics,63,Fluid Mechanics,44,Robotics,40,80,4.9
16144,Student_6144,IT,Data Science,73,Cloud Computing,75,Web Frameworks,45,93,6.43
16145,Student_6145,CSE,Data Science,57,Operating Systems,90,Cyber Security,76,98,7.43
16146,Student_6146,ECE,VLSI Design,41,Digital Electronics,60,Signal Processing,94,89,6.5
16147,Student_6147,EEE,Power Systems,68,Control Theory,65,Electric Machines,40,79,5.77
16148,Student_6148,EEE,Power Systems,46,Control Theory,59,Electric Machines,65,79,5.67
16149,Student_6149,MECH,Thermodynamics,45,Fluid Mechanics,60,Robotics,86,72,6.37
16150,Student_6150,MECH,Thermodynamics,46,Fluid Mechanics,86,Robotics,48,67,6.0
16151,Student_6151,CSE,Data Science,56,Operating Systems,54,Cyber Security,85,72,6.5
16152,Student_6152,ECE,VLSI Design,94,Digital Electronics,92,Signal Processing,96,93,9.4
16153,Student_6153,CSE,Data Science,57,Operating Systems,52,Cyber Security,62,71,5.7
16154,Student_6154,ECE,VLSI Design,61,Digital Electronics,54,Signal Processing,58,93,5.77
16155,Student_6155,MECH,Thermodynamics,85,Fluid Mechanics,69,Robotics,50,75,6.8
16156,Student_6156,EEE,Power Systems,42,Control Theory,66,Electric Machines,93,93,6.7
16157,Student_6157,ECE,VLSI Design,51,Digital Electronics,94,Signal Processing,84,77,7.63
16158,Student_6158,IT,Data Science,73,Cloud Computing,75,Web Frameworks,78,89,7.53
16159,Student_6159,EEE,Power Systems,58,Control Theory,56,Electric Machines,91,68,6.83
16160,Student_6160,CSE,Data Science,48,Operating Systems,63,Cyber Security,93,67,6.8
16161,Student_6161,CSE,Data Science,50,Operating Systems,46,Cyber Security,93,66,6.3
16162,Student_6162,MECH,Thermodynamics,53,Fluid Mechanics,43,Robotics,59,72,5.17
16163,Student_6163,ECE,VLSI Design,83,Digital Electronics,77,Signal Processing,87,69,8.23
16164,Student_6164,EEE,Power Systems,81,Control Theory,80,Electric Machines,54,74,7.17
16165,Student_6165,IT,Data Science,66,Cloud Computing,84,Web Frameworks,50,82,6.67
16166,Student_6166,EEE,Power Systems,60,Control Theory,61,Electric Machines,96,90,7.23
16167,Student_6167,CSE,Data Science,79,Operating Systems,95,Cyber Security,99,71,9.1
16168,Student_6168,ECE,VLSI Design,69,Digital Electronics,72,Signal Processing,78,97,7.3
16169,Student_6169,IT,Data Science,52,Cloud Computing,64,Web Frameworks,66,73,6.07
16170,Student_6170,MECH,Thermodynamics,77,Fluid Mechanics,74,Robotics,59,66,7.0
16171,Student_6171,ECE,VLSI Design,46,Digital Electronics,67,Signal Processing,76,72,6.3
16172,Student_6172,MECH,Thermodynamics,98,Fluid Mechanics,85,Robotics,86,99,8.97
16173,Student_6173,IT,Data Science,69,Cloud Computing,74,Web Frameworks,53,72,6.53
16174,Student_6174,MECH,Thermodynamics,45,Fluid Mechanics,94,Robotics,61,81,6.67
16175,Student_6175,IT,Data Science,68,Cloud Computing,89,Web Frameworks,43,89,6.67
16176,Student_6176,CSE,Data Science,81,Operating Systems,41,Cyber Security,74,89,6.53
16177,Student_6177,ECE,VLSI Design,68,Digital Electronics,41,Signal Processing,94,68,6.77
16178,Student_6178,CSE,Data Science,50,Operating Systems,97,Cyber Security,54,68,6.7
16179,Student_6179,ECE,VLSI Design,90,Digital Electronics,61,Signal Processing,92,69,8.1
16180,Student_6180,MECH,Thermodynamics,56,Fluid Mechanics,65,Robotics,95,78,7.2
16181,Student_6181,ECE,VLSI Design,44,Digital Electronics,63,Signal Processing,68,75,5.83
16182,Student_6182,CSE,Data Science,66,Operating Systems,56,Cyber Security,57,69,5.97
16183,Student_6183,EEE,Power Systems,63,Control Theory,55,Electric Machines,45,86,5.43
16184,Student_6184,CSE,Data Science,72,Operating Systems,82,Cyber Security,73,74,7.57
16185,Student_6185,CSE,Data Science,83,Operating Systems,77,Cyber Security,92,86,8.4
16186,Student_6186,CSE,Data Science,43,Operating Systems,74,Cyber Security,97,65,7.13
16187,Student_6187,IT,Data Science,74,Cloud Computing,77,Web Frameworks,73,87,7.47
16188,Student_6188,IT,Data Science,60,Cloud Computing,90,Web Frameworks,79,73,7.63
16189,Student_6189,MECH,Thermodynamics,97,Fluid Mechanics,68,Robotics,97,92,8.73
16190,Student_6190,MECH,Thermodynamics,62,Fluid Mechanics,76,Robotics,42,99,6.0
16191,Student_6191,CSE,Data Science,79,Operating Systems,73,Cyber Security,99,71,8.37
16192,Student_6192,IT,Data Science,88,Cloud Computing,61,Web Frameworks,80,82,7.63
16193,Student_6193,MECH,Thermodynamics,84,Fluid Mechanics,97,Robotics,92,86,9.1
16194,Student_6194,ECE,VLSI Design,64,Digital Electronics,75,Signal Processing,90,84,7.63
16195,Student_6195,CSE,Data Science,56,Operating Systems,88,Cyber Security,81,70,7.5
16196,Student_6196,EEE,Power Systems,65,Control Theory,73,Electric Machines,74,92,7.07
16197,Student_6197,IT,Data Science,64,Cloud Computing,88,Web Frameworks,65,95,7.23
16198,Student_6198,CSE,Data Science,99,Operating Systems,66,Cyber Security,89,92,8.47
16199,Student_6199,MECH,Thermodynamics,41,Fluid Mechanics,69,Robotics,78,94,6.27
16200,Student_6200,CSE,Data Science,59,Operating Systems,82,Cyber Security,51,82,6.4
16201,Student_6201,MECH,Thermodynamics,93,Fluid Mechanics,53,Robotics,58,97,6.8
16202,Student_6202,CSE,Data Science,90,Operating Systems,66,Cyber Security,78,98,7.8
16203,Student_6203,MECH,Thermodynamics,99,Fluid Mechanics,44,Robotics,96,83,7.97
16204,Student_6204,IT,Data Science,76,Cloud Computing,84,Web Frameworks,60,85,7.33
16205,Student_6205,IT,Data Science,45,Cloud Computing,69,Web Frameworks,44,75,5.27
16206,Student_6206,EEE,Power Systems,51,Control Theory,71,Electric Machines,91,99,7.1
16207,Student_6207,MECH,Thermodynamics,64,Fluid Mechanics,73,Robotics,44,97,6.03
16208,Student_6208,EEE,Power Systems,86,Control Theory,83,Electric Machines,44,97,7.1
16209,Student_6209,ECE,VLSI Design,90,Digital Electronics,42,Signal Processing,81,98,7.1
16210,Student_6210,CSE,Data Science,74,Operating Systems,52,Cyber Security,71,81,6.57
16211,Student_6211,IT,Data Science,56,Cloud Computing,83,Web Frameworks,47,72,6.2
16212,Student_6212,MECH,Thermodynamics,74,Fluid Mechanics,51,Robotics,91,72,7.2
16213,Student_6213,ECE,VLSI Design,56,Digital Electronics,50,Signal Processing,66,90,5.73
16214,Student_6214,ECE,VLSI Design,92,Digital Electronics,63,Signal Processing,98,98,8.43
16215,Student_6215,MECH,Thermodynamics,51,Fluid Mechanics,62,Robotics,91,84,6.8
16216,Student_6216,CSE,Data Science,91,Operating Systems,75,Cyber Security,60,70,7.53
16217,Student_6217,EEE,Power Systems,62,Control Theory,60,Electric Machines,48,76,5.67
16218,Student_6218,ECE,VLSI Design,98,Digital Electronics,96,Signal Processing,84,72,9.27
16219,Student_6219,EEE,Power Systems,93,Control Theory,95,Electric Machines,62,82,8.33
16220,Student_6220,IT,Data Science,81,Cloud Computing,79,Web Frameworks,47,75,6.9
16221,Student_6221,MECH,Thermodynamics,58,Fluid Mechanics,90,Robotics,83,82,7.7
16222,Student_6222,CSE,Data Science,74,Operating Systems,60,Cyber Security,91,82,7.5
16223,Student_6223,IT,Data Science,41,Cloud Computing,58,Web Frameworks,49,90,4.93
16224,Student_6224,EEE,Power Systems,75,Control Theory,96,Electric Machines,65,68,7.87
16225,Student_6225,MECH,Thermodynamics,70,Fluid Mechanics,40,Robotics,53,74,5.43
16226,Student_6226,CSE,Data Science,88,Operating Systems,71,Cyber Security,65,92,7.47
16227,Student_6227,EEE,Power Systems,84,Control Theory,70,Electric Machines,57,66,7.03
16228,Student_6228,CSE,Data Science,46,Operating Systems,96,Cyber Security,83,93,7.5
16229,Student_6229,EEE,Power Systems,94,Control Theory,59,Electric Machines,92,94,8.17
16230,Student_6230,IT,Data Science,72,Cloud Computing,58,Web Frameworks,80,81,7.0
16231,Student_6231,IT,Data Science,78,Cloud Computing,50,Web Frameworks,75,75,6.77
16232,Student_6232,ECE,VLSI Design,85,Digital Electronics,40,Signal Processing,41,76,5.53
16233,Student_6233,CSE,Data Science,98,Operating Systems,90,Cyber Security,53,73,8.03
16234,Student_6234,ECE,VLSI Design,50,Digital Electronics,82,Signal Processing,61,81,6.43
